Date,Expense Category,Amount
2021-02-25,Fuel,1481.64
2021-03-20,Salaries & Benefits,776.89
2020-11-03,Office Supplies,902.51
2019-11-21,Meals & Entertainment,1252.39
2020-12-01,Utilities,1463.05
2022-07-02,Salaries & Benefits,1315.04
2020-05-04,Salaries & Benefits,866.43
2022-11-22,Utilities,995.15
2021-01-26,Fuel,754.14
2020-05-24,Office Supplies,1013.96
2021-11-26,Salaries & Benefits,767.29
2022-03-10,Fuel,1889.61
2022-10-01,Meals & Entertainment,669.07
2019-06-15,Vehicle Lease,765.73
2020-03-27,Salaries & Benefits,1840.00
2019-07-25,Vehicle Lease,719.59
2019-07-31,Fuel,1255.99
2022-11-01,Fuel,1689.45
2019-06-28,Office Supplies,373.01
2022-02-26,Rent,223.55
2020-01-30,Utilities,982.25
2022-02-25,Vehicle Lease,1621.90
2022-01-10,Vehicle Lease,1714.33
2022-04-10,Utilities,1896.59
2019-10-08,Office Supplies,1252.08
2020-07-03,Office Supplies,1743.60
2021-08-09,Rent,122.39
2020-11-17,Office Supplies,1030.29
2022-02-18,Meals & Entertainment,811.27
2022-02-04,Office Supplies,1827.29
2019-03-21,Rent,247.86
2020-11-17,Rent,1910.73
2021-12-14,Rent,165.87
2021-08-24,Office Supplies,1694.73
2019-08-08,Rent,1076.05
2021-11-08,Meals & Entertainment,804.26
2021-01-11,Office Supplies,1979.75
2020-03-01,Utilities,412.92
2020-01-20,Vehicle Lease,266.58
2019-06-23,Utilities,1474.53
2020-12-04,Utilities,1107.49
2022-04-11,Office Supplies,1030.35
2020-02-28,Rent,543.89
2019-07-19,Meals & Entertainment,920.62
2021-12-02,Salaries & Benefits,1462.13
2022-09-09,Rent,555.54
2019-01-17,Fuel,1782.90
2019-03-04,Rent,835.70
2019-01-11,Meals & Entertainment,1683.40
2021-07-18,Fuel,688.07
2021-08-18,Vehicle Lease,1679.19
2022-07-21,Utilities,727.62
2019-08-16,Vehicle Lease,1282.44
2022-11-10,Salaries & Benefits,135.92
2020-03-03,Vehicle Lease,1547.04
2019-03-22,Office Supplies,746.16
2021-09-21,Fuel,1891.35
2022-09-06,Vehicle Lease,1746.91
2021-02-09,Vehicle Lease,364.12
2019-12-11,Vehicle Lease,1561.62
2020-12-08,Meals & Entertainment,1426.75
2022-08-28,Rent,1952.11
2021-02-28,Vehicle Lease,777.80
2021-10-02,Office Supplies,604.74
2019-10-08,Office Supplies,1507.72
2022-04-13,Fuel,1603.49
2020-01-23,Utilities,1595.89
2020-03-10,Salaries & Benefits,1795.19
2020-07-25,Meals & Entertainment,1938.91
2021-08-18,Office Supplies,347.05
2019-05-08,Salaries & Benefits,285.76
2022-09-07,Salaries & Benefits,308.23
2022-02-15,Office Supplies,484.61
2019-04-04,Office Supplies,1776.32
2021-01-23,Salaries & Benefits,1373.86
2019-02-27,Utilities,652.16
2022-10-15,Utilities,217.16
2019-06-02,Rent,1741.52
2019-03-05,Office Supplies,1579.89
2019-01-22,Salaries & Benefits,1348.72
2019-02-28,Vehicle Lease,133.37
2021-10-27,Vehicle Lease,1416.04
2019-03-10,Salaries & Benefits,1397.59
2022-07-17,Fuel,996.72
2022-02-20,Fuel,872.30
2021-10-17,Meals & Entertainment,1469.80
2021-11-30,Fuel,631.74
2020-06-15,Fuel,895.32
2020-11-07,Fuel,1703.33
2020-05-31,Utilities,1072.45
2021-01-07,Vehicle Lease,971.93
2022-12-04,Office Supplies,1270.28
2020-07-19,Vehicle Lease,641.16
2019-07-08,Vehicle Lease,1320.20
2020-07-03,Meals & Entertainment,1703.25
2022-06-02,Office Supplies,629.57
2020-03-25,Meals & Entertainment,583.62
2021-10-24,Utilities,613.53
2021-04-30,Meals & Entertainment,709.19
2022-11-07,Vehicle Lease,1056.93
2022-05-06,Salaries & Benefits,1577.45
2019-02-11,Meals & Entertainment,1505.25
2022-03-23,Rent,1795.26
2020-09-03,Vehicle Lease,302.34
2020-01-24,Rent,1669.34
2019-02-13,Salaries & Benefits,826.98
2021-08-03,Office Supplies,782.34
2022-02-05,Office Supplies,440.00
2020-01-19,Rent,1606.52
2020-11-14,Office Supplies,174.72
2019-06-30,Meals & Entertainment,1635.58
2022-11-26,Rent,1379.53
2021-05-11,Fuel,779.50
2020-08-08,Vehicle Lease,424.48
2020-08-21,Meals & Entertainment,782.18
2020-11-25,Salaries & Benefits,465.27
2020-08-25,Salaries & Benefits,1820.79
2022-07-14,Salaries & Benefits,1862.05
2021-10-21,Rent,521.91
2020-09-10,Rent,850.28
2019-02-01,Utilities,1638.41
2020-03-06,Rent,953.16
2020-07-27,Utilities,1380.55
2019-01-04,Rent,1796.24
2021-10-10,Office Supplies,219.10
2019-04-25,Office Supplies,1623.27
2022-06-17,Utilities,111.31
2022-07-08,Meals & Entertainment,354.86
2021-05-22,Utilities,302.54
2019-09-08,Utilities,1774.95
2019-02-19,Utilities,1196.47
2020-09-02,Office Supplies,1741.50
2021-03-05,Meals & Entertainment,729.21
2019-04-09,Fuel,1671.21
2019-02-20,Office Supplies,1105.08
2021-12-15,Rent,977.91
2020-05-19,Meals & Entertainment,1641.38
2020-10-26,Meals & Entertainment,272.95
2019-04-23,Vehicle Lease,1244.12
2019-12-16,Vehicle Lease,508.17
2019-07-23,Fuel,1254.39
2022-01-08,Utilities,108.99
2022-05-12,Meals & Entertainment,1539.23
2019-10-08,Vehicle Lease,1658.59
2021-02-25,Utilities,1525.46
2019-05-28,Utilities,929.77
2021-12-28,Meals & Entertainment,519.71
2021-12-10,Rent,898.26
2022-08-16,Fuel,581.90
2020-10-19,Fuel,1763.42
2020-12-28,Meals & Entertainment,1686.88
2021-03-06,Utilities,1638.61
2019-11-09,Utilities,1614.27
2019-11-07,Vehicle Lease,135.57
2021-04-19,Utilities,856.04
2020-03-10,Salaries & Benefits,1405.61
2019-08-30,Vehicle Lease,771.95
2019-05-06,Fuel,1111.79
2021-09-15,Meals & Entertainment,1129.73
2020-06-05,Meals & Entertainment,436.47
2021-01-31,Salaries & Benefits,826.83
2021-07-15,Fuel,137.58
2020-01-09,Fuel,1727.43
2021-12-28,Vehicle Lease,414.33
2019-02-17,Salaries & Benefits,1199.87
2019-04-07,Office Supplies,1948.71
2021-12-28,Utilities,533.90
2022-05-28,Salaries & Benefits,1866.54
2020-04-08,Vehicle Lease,1854.58
2021-10-30,Utilities,1608.15
2019-03-30,Salaries & Benefits,1781.69
2020-04-22,Salaries & Benefits,1622.91
2021-04-02,Meals & Entertainment,1208.14
2022-04-19,Office Supplies,822.84
2019-07-26,Rent,885.25
2019-04-29,Salaries & Benefits,1863.54
2020-10-25,Utilities,481.08
2020-10-19,Meals & Entertainment,920.49
2022-11-03,Fuel,1698.17
2020-05-09,Vehicle Lease,1482.44
2021-08-23,Utilities,1430.41
2019-12-31,Vehicle Lease,197.14
2019-10-26,Office Supplies,1388.22
2019-03-12,Fuel,966.98
2019-04-03,Meals & Entertainment,1411.02
2019-02-16,Fuel,1632.41
2022-06-19,Fuel,418.04
2022-04-15,Meals & Entertainment,1156.43
2020-09-11,Rent,1805.27
2021-03-12,Meals & Entertainment,383.52
2019-10-10,Meals & Entertainment,1071.36
2021-05-20,Office Supplies,1535.78
2019-02-27,Fuel,165.59
2022-02-26,Fuel,1118.90
2021-12-26,Rent,1636.24
2020-10-30,Utilities,345.24
2022-09-12,Salaries & Benefits,399.82
2020-05-25,Vehicle Lease,878.90
2020-09-06,Rent,1084.17
2019-05-04,Office Supplies,243.26
2021-06-28,Fuel,941.23
2022-07-13,Meals & Entertainment,1163.91
2019-12-27,Fuel,278.53
2022-06-06,Vehicle Lease,981.50
2021-04-01,Office Supplies,1657.08
2021-06-17,Vehicle Lease,139.90
2021-02-11,Meals & Entertainment,1821.06
2022-11-01,Meals & Entertainment,1605.05
2020-06-13,Utilities,1053.92
2019-11-09,Salaries & Benefits,449.72
2022-04-14,Office Supplies,699.23
2020-05-23,Fuel,1087.88
2019-01-20,Salaries & Benefits,526.51
2019-11-14,Fuel,882.95
2020-10-20,Meals & Entertainment,482.54
2022-04-10,Meals & Entertainment,603.81
2021-07-09,Fuel,1731.71
2019-09-04,Meals & Entertainment,164.20
2021-12-12,Vehicle Lease,1064.72
2019-07-26,Vehicle Lease,143.46
2019-04-25,Fuel,1733.54
2019-09-12,Utilities,676.89
2022-03-25,Meals & Entertainment,1607.37
2021-12-30,Rent,805.67
2020-05-10,Office Supplies,1565.76
2022-10-14,Utilities,906.74
2020-12-29,Meals & Entertainment,1018.40
2021-07-14,Vehicle Lease,913.47
2021-06-06,Vehicle Lease,1720.42
2019-01-19,Vehicle Lease,958.03
2021-12-25,Meals & Entertainment,1635.23
2022-02-16,Vehicle Lease,712.90
2022-09-13,Office Supplies,522.81
2019-06-03,Fuel,748.32
2019-10-28,Rent,1379.10
2020-04-06,Utilities,1812.79
2020-10-11,Utilities,1699.21
2021-02-04,Salaries & Benefits,955.36
2020-06-24,Fuel,619.30
2019-07-26,Office Supplies,189.66
2019-02-02,Office Supplies,1371.55
2021-05-10,Office Supplies,206.75
2020-11-20,Salaries & Benefits,1691.27
2022-10-19,Vehicle Lease,577.78
2020-05-13,Office Supplies,816.14
2021-06-17,Utilities,473.57
2020-01-27,Office Supplies,1738.50
2019-01-25,Vehicle Lease,1538.34
2022-12-29,Salaries & Benefits,782.43
2020-05-25,Salaries & Benefits,1474.42
2022-08-15,Fuel,817.02
2021-06-02,Salaries & Benefits,1366.27
2021-03-26,Salaries & Benefits,1863.16
2022-05-06,Utilities,452.13
2020-03-31,Rent,449.98
2020-01-07,Vehicle Lease,421.38
2019-07-08,Rent,1842.24
2022-03-12,Meals & Entertainment,1673.44
2022-09-20,Vehicle Lease,833.84
2019-05-24,Fuel,515.52
2020-11-17,Fuel,1063.81
2020-10-31,Meals & Entertainment,548.95
2022-03-04,Meals & Entertainment,1843.97
2022-09-05,Meals & Entertainment,995.40
2022-06-06,Meals & Entertainment,211.64
2020-08-07,Salaries & Benefits,1292.87
2020-11-20,Rent,1002.06
2019-10-10,Office Supplies,172.44
2020-07-15,Vehicle Lease,1917.33
2019-11-04,Rent,692.76
2022-12-19,Meals & Entertainment,1475.33
2022-04-12,Meals & Entertainment,350.65
2021-09-11,Utilities,1940.39
2020-05-23,Meals & Entertainment,1517.23
2021-12-22,Utilities,1242.31
2020-12-26,Vehicle Lease,1814.90
2019-10-10,Utilities,1777.45
2021-12-02,Vehicle Lease,1084.07
2022-11-11,Fuel,1583.18
2019-08-29,Fuel,1829.12
2020-03-04,Utilities,1799.97
2020-09-15,Fuel,324.25
2019-06-08,Meals & Entertainment,1494.29
2020-01-04,Rent,1506.61
2021-07-19,Office Supplies,1526.55
2019-05-05,Salaries & Benefits,570.42
2020-08-26,Fuel,1677.28
2020-08-29,Vehicle Lease,1508.70
2019-02-04,Rent,807.94
2022-05-20,Meals & Entertainment,1475.00
2019-11-06,Utilities,468.31
2022-05-26,Rent,1500.80
2020-03-16,Office Supplies,1642.22
2019-12-31,Rent,907.67
2021-12-04,Vehicle Lease,1011.70
2020-09-06,Rent,955.82
2020-11-20,Fuel,1090.16
2019-01-31,Fuel,496.81
2019-08-25,Rent,1925.66
2021-11-24,Meals & Entertainment,218.55
2021-05-31,Meals & Entertainment,1365.34
2019-03-02,Salaries & Benefits,888.95
2020-02-10,Rent,734.60
2022-11-03,Fuel,789.51
2021-01-10,Meals & Entertainment,488.79
2019-09-26,Fuel,828.52
2019-05-19,Office Supplies,747.98
2021-12-17,Utilities,1264.60
2020-07-01,Salaries & Benefits,347.40
2020-01-13,Meals & Entertainment,1674.25
2022-05-23,Rent,1442.00
2020-01-11,Salaries & Benefits,630.26
2019-01-16,Salaries & Benefits,1114.61
2019-12-14,Salaries & Benefits,1232.58
2021-08-28,Rent,817.56
2021-07-24,Utilities,481.78
2022-05-19,Meals & Entertainment,383.48
2021-12-14,Meals & Entertainment,160.99
2022-02-01,Office Supplies,465.24
2022-03-24,Office Supplies,879.99
2020-03-15,Meals & Entertainment,812.21
2019-09-23,Office Supplies,1918.94
2022-03-01,Fuel,1434.24
2020-02-06,Utilities,1348.85
2019-09-15,Meals & Entertainment,764.26
2020-05-13,Vehicle Lease,1862.68
2021-04-17,Utilities,1297.74
2020-07-23,Salaries & Benefits,1476.83
2020-02-23,Utilities,1312.32
2022-09-27,Fuel,1439.16
2021-05-14,Utilities,602.73
2020-01-23,Fuel,1303.69
2019-10-10,Rent,258.39
2020-05-03,Meals & Entertainment,129.15
2020-04-23,Utilities,679.27
2021-05-11,Office Supplies,1180.27
2022-07-07,Office Supplies,631.27
2019-08-21,Salaries & Benefits,1751.03
2022-10-11,Fuel,840.11
2022-01-28,Meals & Entertainment,1137.73
2022-06-10,Office Supplies,1340.79
2020-03-22,Rent,1993.38
2020-10-31,Rent,590.80
2020-12-30,Vehicle Lease,1788.34
2019-12-10,Salaries & Benefits,360.25
2021-08-14,Salaries & Benefits,1788.56
2022-11-19,Utilities,1762.52
2020-02-28,Salaries & Benefits,882.91
2022-11-02,Vehicle Lease,1681.92
2019-05-04,Vehicle Lease,794.65
2019-07-21,Office Supplies,1273.70
2020-03-10,Vehicle Lease,451.19
2022-05-22,Salaries & Benefits,557.45
2019-12-18,Fuel,1038.88
2020-09-10,Office Supplies,812.23
2019-12-14,Meals & Entertainment,720.76
2022-08-23,Vehicle Lease,1998.97
2022-11-18,Vehicle Lease,979.62
2020-10-19,Salaries & Benefits,966.92
2021-02-17,Rent,1293.86
2019-07-01,Rent,1527.99
2021-07-02,Vehicle Lease,1399.87
2021-10-20,Vehicle Lease,617.92
2021-03-11,Vehicle Lease,1592.87
2021-12-09,Office Supplies,872.37
2019-10-10,Fuel,642.51
2020-02-13,Fuel,600.53
2022-10-20,Utilities,587.84
2021-09-22,Meals & Entertainment,1633.13
2022-08-05,Vehicle Lease,1531.17
2019-06-18,Office Supplies,916.12
2020-08-28,Utilities,1769.11
2019-03-30,Rent,1017.98
2022-12-04,Salaries & Benefits,1239.11
2021-12-28,Meals & Entertainment,1282.28
2021-02-19,Vehicle Lease,1129.05
2022-05-10,Office Supplies,190.83
2020-03-12,Vehicle Lease,1979.79
2019-11-24,Vehicle Lease,1718.28
2019-09-03,Rent,1218.10
2022-02-19,Salaries & Benefits,1698.20
2022-01-21,Rent,508.17
2019-10-13,Meals & Entertainment,555.56
2021-03-17,Office Supplies,340.84
2021-04-13,Utilities,720.32
2022-05-25,Rent,1995.32
2020-10-15,Rent,1007.25
2021-07-12,Meals & Entertainment,285.30
2019-10-09,Office Supplies,1183.71
2019-03-24,Vehicle Lease,560.94
2020-03-07,Rent,1320.94
2021-01-02,Vehicle Lease,354.33
2020-08-27,Utilities,131.78
2021-07-14,Meals & Entertainment,520.97
2020-07-12,Salaries & Benefits,1235.65
2022-12-22,Meals & Entertainment,695.38
2019-07-22,Vehicle Lease,1643.59
2019-10-09,Office Supplies,368.45
2020-11-04,Salaries & Benefits,597.41
2020-01-15,Utilities,186.67
2021-02-19,Utilities,344.70
2019-08-14,Fuel,1331.61
2021-11-25,Utilities,407.70
2021-01-27,Vehicle Lease,443.50
2022-05-14,Rent,1816.93
2019-06-22,Fuel,1578.49
2020-02-25,Meals & Entertainment,1611.98
2022-07-26,Salaries & Benefits,507.59
2022-09-20,Fuel,1074.40
2020-07-04,Meals & Entertainment,1988.78
2019-01-18,Rent,562.29
2019-11-22,Office Supplies,1175.78
2021-10-20,Rent,1910.66
2019-09-13,Salaries & Benefits,308.52
2021-11-11,Salaries & Benefits,1093.57
2022-11-11,Fuel,105.14
2019-12-26,Office Supplies,1871.96
2020-08-13,Rent,821.37
2022-07-29,Vehicle Lease,1296.02
2022-05-14,Rent,310.64
2021-08-30,Utilities,1098.34
2020-03-16,Fuel,1829.66
2021-04-18,Utilities,915.87
2020-08-29,Rent,300.35
2020-09-11,Vehicle Lease,1911.84
2019-02-10,Utilities,924.30
2020-05-08,Meals & Entertainment,166.28
2020-02-27,Salaries & Benefits,1781.65
2020-02-24,Utilities,164.91
2020-01-01,Rent,1473.43
2021-10-11,Utilities,429.05
2019-05-08,Vehicle Lease,1019.88
2019-04-03,Salaries & Benefits,1577.27
2020-03-14,Vehicle Lease,349.47
2021-07-27,Meals & Entertainment,605.02
2021-03-27,Meals & Entertainment,1437.67
2019-10-11,Office Supplies,489.24
2020-05-08,Vehicle Lease,440.21
2021-02-05,Rent,841.47
2020-08-05,Office Supplies,336.79
2019-06-28,Rent,1478.92
2022-02-03,Utilities,1202.91
2021-09-18,Office Supplies,1708.38
2022-11-13,Office Supplies,1768.26
2021-08-18,Vehicle Lease,1619.02
2019-11-16,Rent,343.45
2020-03-13,Fuel,1357.59
2021-01-21,Office Supplies,476.77
2021-06-16,Utilities,1466.57
2020-06-15,Meals & Entertainment,1387.60
2019-07-03,Meals & Entertainment,1089.15
2021-10-23,Fuel,496.34
2021-05-16,Meals & Entertainment,585.25
2021-03-14,Fuel,837.97
2022-01-18,Fuel,1364.71
2020-08-12,Office Supplies,1800.37
2019-05-30,Vehicle Lease,795.92
2019-07-30,Vehicle Lease,1127.76
2020-02-04,Utilities,536.19
2022-03-31,Meals & Entertainment,941.00
2020-10-14,Salaries & Benefits,1665.43
2021-02-25,Rent,1322.08
2022-01-05,Salaries & Benefits,158.14
2020-11-11,Salaries & Benefits,1783.06
2019-11-14,Vehicle Lease,500.86
2020-07-21,Rent,1396.19
2019-12-13,Rent,368.29
2020-07-18,Meals & Entertainment,1681.73
2020-05-24,Rent,814.27
2019-11-04,Office Supplies,906.12
2021-02-12,Salaries & Benefits,384.33
2020-09-22,Meals & Entertainment,1389.02
2020-05-15,Office Supplies,975.79
2019-04-07,Rent,686.68
2020-09-07,Rent,740.87
2022-07-10,Meals & Entertainment,1366.45
2019-02-10,Fuel,1613.89
2020-02-16,Meals & Entertainment,1839.20
2020-04-29,Vehicle Lease,1031.93
2022-07-01,Meals & Entertainment,1436.93
2021-01-14,Fuel,372.41
2022-06-29,Utilities,188.70
2020-09-02,Meals & Entertainment,1051.62
2021-12-01,Salaries & Benefits,951.01
2020-07-26,Vehicle Lease,648.02
2022-12-08,Vehicle Lease,1985.85
2021-08-18,Salaries & Benefits,349.20
2020-04-26,Salaries & Benefits,312.96
2022-04-25,Utilities,750.05
2021-01-24,Fuel,1430.78
2022-06-25,Salaries & Benefits,1566.24
2021-05-20,Salaries & Benefits,940.88
2020-06-27,Meals & Entertainment,1087.30
2021-07-29,Fuel,1360.64
2022-07-01,Fuel,180.16
2020-07-08,Utilities,1882.21
2022-12-06,Vehicle Lease,1046.53
2019-12-22,Meals & Entertainment,307.72
2019-11-01,Vehicle Lease,1835.46
2020-10-31,Vehicle Lease,315.17
2022-04-03,Rent,378.45
2022-07-11,Office Supplies,319.39
2021-01-22,Utilities,271.01
2019-06-22,Salaries & Benefits,667.45
2021-12-05,Fuel,1369.19
2020-06-05,Rent,945.78
2019-03-20,Vehicle Lease,836.42
2019-12-10,Office Supplies,1408.98
2021-10-29,Utilities,1352.78
2022-08-30,Meals & Entertainment,1699.09
2019-11-28,Utilities,1964.60
2021-11-29,Rent,847.53
2021-02-12,Utilities,1636.66
2021-11-26,Salaries & Benefits,1737.04
2020-02-18,Meals & Entertainment,211.09
2020-06-30,Vehicle Lease,402.46
2021-01-19,Salaries & Benefits,1157.98
2020-11-18,Rent,976.04
2022-06-10,Rent,385.24
2021-05-31,Vehicle Lease,1446.77
2020-10-28,Rent,1484.97
2020-04-03,Office Supplies,1685.55
2020-07-08,Vehicle Lease,549.85
2019-05-21,Meals & Entertainment,1385.45
2021-11-11,Rent,1941.11
2021-12-29,Rent,1334.34
2019-04-29,Office Supplies,670.65
2020-03-04,Salaries & Benefits,1593.82
2021-03-22,Vehicle Lease,565.49
2022-01-30,Salaries & Benefits,911.22
2021-05-03,Vehicle Lease,1949.60
2021-10-24,Vehicle Lease,1509.35
2021-04-15,Vehicle Lease,657.83
2022-11-21,Office Supplies,262.21
2022-11-04,Fuel,1931.85
2022-04-30,Meals & Entertainment,1245.78
2019-10-25,Salaries & Benefits,1299.06
2020-03-09,Salaries & Benefits,102.66
2021-04-26,Rent,1727.87
2020-05-16,Vehicle Lease,1200.90
2022-09-19,Office Supplies,1912.72
2020-01-15,Rent,427.05
2019-06-23,Utilities,884.97
2019-09-04,Rent,1695.38
2019-01-02,Meals & Entertainment,1760.84
2021-05-25,Utilities,933.05
2022-02-19,Rent,351.73
2021-10-05,Office Supplies,1015.71
2022-05-22,Vehicle Lease,1264.71
2021-07-09,Office Supplies,1889.85
2019-12-02,Fuel,1764.14
2022-03-13,Office Supplies,1685.10
2022-01-04,Fuel,1425.05
2022-12-24,Meals & Entertainment,818.85
2021-01-31,Utilities,1882.77
2019-04-06,Salaries & Benefits,965.67
2019-04-09,Fuel,315.89
2022-11-02,Utilities,1549.05
2021-04-17,Fuel,1642.41
2022-11-07,Fuel,1113.00
2022-02-04,Vehicle Lease,536.71
2020-08-19,Salaries & Benefits,1488.84
2019-11-23,Office Supplies,1452.94
2022-04-10,Vehicle Lease,1824.35
2021-10-28,Rent,1255.47
2020-12-14,Rent,1193.29
2021-02-17,Office Supplies,946.53
2021-09-16,Salaries & Benefits,848.42
2022-07-13,Fuel,1964.54
2022-07-08,Rent,973.92
2019-09-12,Fuel,996.19
2019-12-12,Rent,748.57
2022-08-09,Meals & Entertainment,1223.79
2022-03-12,Fuel,213.44
2022-03-01,Meals & Entertainment,471.62
2021-06-19,Vehicle Lease,1836.80
2019-01-14,Salaries & Benefits,1631.43
2021-01-08,Meals & Entertainment,706.57
2019-03-16,Salaries & Benefits,188.44
2022-03-29,Office Supplies,1764.68
2021-09-12,Utilities,1837.65
2019-04-12,Utilities,1428.55
2021-07-22,Salaries & Benefits,1022.88
2020-06-06,Rent,135.59
2020-06-26,Utilities,910.85
2019-04-09,Utilities,1570.71
2019-04-04,Meals & Entertainment,1075.96
2020-08-30,Meals & Entertainment,279.57
2019-10-27,Vehicle Lease,1653.25
2021-07-07,Meals & Entertainment,1989.41
2020-09-23,Vehicle Lease,552.25
2019-08-28,Salaries & Benefits,1753.94
2021-03-25,Salaries & Benefits,360.39
2021-01-27,Meals & Entertainment,897.13
2020-12-03,Utilities,1852.87
2022-05-22,Vehicle Lease,809.31
2020-09-01,Utilities,1435.95
2022-03-08,Salaries & Benefits,1338.36
2020-01-02,Rent,1642.77
2019-05-01,Meals & Entertainment,1580.45
2019-08-11,Meals & Entertainment,1355.92
2021-03-17,Office Supplies,1208.56
2020-02-05,Meals & Entertainment,293.48
2019-08-28,Utilities,1506.35
2022-04-26,Meals & Entertainment,1716.51
2021-10-06,Utilities,494.05
2021-04-26,Vehicle Lease,1935.42
2020-10-03,Salaries & Benefits,1653.45
2020-03-20,Meals & Entertainment,503.49
2022-03-01,Vehicle Lease,1032.39
2021-10-28,Meals & Entertainment,1388.44
2019-06-13,Utilities,457.66
2019-12-17,Vehicle Lease,1666.03
2020-05-20,Meals & Entertainment,1296.15
2021-10-15,Vehicle Lease,681.72
2021-08-23,Office Supplies,1570.71
2019-10-19,Fuel,1587.24
2022-01-17,Utilities,530.27
2019-12-05,Vehicle Lease,1556.83
2022-06-22,Fuel,227.24
2020-10-29,Meals & Entertainment,163.47
2020-03-12,Salaries & Benefits,1651.99
2021-12-02,Office Supplies,1885.59
2022-01-01,Office Supplies,1562.44
2022-04-25,Rent,442.11
2019-06-19,Meals & Entertainment,858.06
2022-10-24,Office Supplies,804.76
2022-07-27,Rent,680.04
2022-11-05,Salaries & Benefits,1650.38
2022-04-26,Rent,1752.73
2019-01-27,Office Supplies,1226.52
2019-12-16,Vehicle Lease,452.22
2020-11-17,Rent,241.65
2020-05-12,Meals & Entertainment,113.44
2021-09-14,Salaries & Benefits,864.50
2020-06-22,Salaries & Benefits,1246.17
2019-12-22,Meals & Entertainment,156.89
2019-11-25,Meals & Entertainment,891.36
2019-01-13,Fuel,1884.59
2021-09-09,Fuel,641.54
2021-07-19,Salaries & Benefits,155.74
2021-05-07,Fuel,203.30
2022-12-25,Meals & Entertainment,1786.93
2020-04-07,Fuel,125.37
2019-06-04,Rent,1782.02
2021-12-01,Fuel,299.80
2022-08-14,Office Supplies,1665.52
2019-12-13,Meals & Entertainment,138.40
2020-08-12,Office Supplies,229.58
2019-06-10,Vehicle Lease,748.06
2019-05-28,Office Supplies,157.99
2022-08-14,Office Supplies,1238.47
2019-06-04,Rent,1757.88
2019-03-22,Utilities,1474.20
2020-04-12,Rent,1653.79
2020-03-12,Rent,750.46
2022-05-03,Vehicle Lease,1773.77
2019-08-12,Vehicle Lease,1607.42
2021-11-05,Office Supplies,1618.16
2021-04-22,Utilities,1848.18
2020-08-16,Utilities,1895.57
2019-04-03,Rent,1363.43
2019-02-07,Utilities,532.68
2020-12-06,Rent,1873.96
2021-01-01,Vehicle Lease,1321.96
2019-10-19,Salaries & Benefits,842.88
2019-03-17,Utilities,1944.94
2022-06-08,Office Supplies,1806.21
2022-12-24,Rent,1577.36
2020-06-25,Rent,1641.16
2019-05-23,Vehicle Lease,664.19
2019-02-04,Utilities,155.22
2021-10-07,Office Supplies,426.73
2022-05-26,Meals & Entertainment,1493.69
2020-11-20,Salaries & Benefits,883.47
2022-07-07,Salaries & Benefits,1204.08
2022-08-02,Vehicle Lease,539.69
2019-11-14,Meals & Entertainment,1456.50
2019-12-19,Office Supplies,1476.64
2020-09-08,Utilities,1297.68
2021-12-21,Vehicle Lease,712.85
2021-10-24,Vehicle Lease,1194.88
2019-09-11,Rent,449.60
2019-07-24,Fuel,1606.74
2022-02-03,Rent,535.98
2021-06-17,Meals & Entertainment,729.35
2019-01-28,Meals & Entertainment,431.91
2020-11-29,Fuel,1443.02
2019-08-18,Vehicle Lease,921.44
2020-06-04,Fuel,1835.62
2020-07-09,Fuel,626.69
2021-03-18,Vehicle Lease,979.72
2021-12-08,Fuel,1447.13
2019-12-06,Vehicle Lease,1393.39
2020-07-08,Salaries & Benefits,894.78
2020-08-22,Fuel,1161.62
2020-02-04,Office Supplies,1518.63
2020-08-29,Meals & Entertainment,333.94
2022-03-03,Utilities,1941.88
2020-05-01,Fuel,1975.53
2021-04-10,Rent,436.44
2020-09-03,Office Supplies,931.56
2019-01-06,Rent,1847.82
2020-03-29,Meals & Entertainment,1387.10
2020-04-02,Meals & Entertainment,949.35
2019-08-04,Salaries & Benefits,1440.33
2021-08-04,Salaries & Benefits,1965.86
2021-02-06,Rent,453.74
2020-05-28,Meals & Entertainment,1430.77
2020-06-24,Salaries & Benefits,1667.79
2019-02-23,Office Supplies,1581.05
2020-07-09,Meals & Entertainment,192.83
2022-01-25,Utilities,1016.35
2020-09-12,Salaries & Benefits,1161.91
2021-02-12,Rent,1628.07
2020-07-21,Vehicle Lease,1139.84
2020-05-04,Salaries & Benefits,275.92
2020-08-04,Utilities,259.09
2021-09-30,Rent,1113.49
2022-08-31,Meals & Entertainment,423.50
2019-06-03,Salaries & Benefits,102.18
2022-02-27,Salaries & Benefits,425.65
2021-12-08,Utilities,868.51
2019-06-23,Rent,719.92
2022-04-22,Fuel,313.80
2022-06-14,Utilities,1167.49
2021-11-14,Utilities,139.24
2021-12-17,Fuel,1278.61
2022-05-08,Fuel,1690.12
2021-05-27,Fuel,1085.72
2022-11-17,Salaries & Benefits,1770.76
2020-08-03,Vehicle Lease,501.48
2022-01-22,Meals & Entertainment,821.14
2020-08-31,Vehicle Lease,201.77
2020-09-25,Vehicle Lease,457.95
2019-03-10,Office Supplies,1201.56
2021-01-01,Rent,1408.78
2019-02-12,Rent,775.44
2019-04-09,Rent,525.09
2020-07-02,Rent,938.82
2020-09-27,Utilities,588.58
2021-02-20,Salaries & Benefits,726.55
2022-05-21,Rent,1950.71
2019-05-31,Vehicle Lease,1195.78
2021-11-02,Rent,1417.64
